budget,genres,keywords,original_language,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,companies,countries,languages
20000000,Documentary,"['usa', 'capitalism', 'capitalist', 'wall street', 'criticism and blame', 'banking', 'money', 'economics', 'corporation']",en,"Michael Moore's Capitalism: A Love Story comes home to the issue he's been examining throughout his career: the disastrous impact of corporate dominance on the everyday lives of Americans (and by default, the rest of the world).",10.50098,2009-09-06,17436509,120.0,"Ask not what your C.E.O. can do for you, but what you can do for your C.E.O.",Capitalism: A Love Story,7.0,The Weinstein Company,United States of America,English
19500000,Crime,"['fbi', 'missing child']",en,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",15.012237,2015-10-14,34854990,111.0,The truth lies in the most unexpected places.,Secret in Their Eyes,6.2,Ingenious Media,Spain,English
25000000,Action,"['natural disaster', 'violence', 'mortal danger', 'duringcreditsstinger']",en,"In DISASTER MOVIE, the filmmaking team behind the hits ""Scary Movie,"" ""Date Movie,"" ""Epic Movie"" and ""Meet The Spartans"" this time puts its unique, inimitable stamp on one of the biggest and most bloated movie genres of all time -- the disaster film.",16.238961,2008-08-29,14109284,87.0,Your favorite movies are going to be destroyed.,Disaster Movie,3.0,Grosvenor Park Media Ltd.,United States of America,English
20000000,Comedy,"['based on novel', 'loser', 'magazine', 'womanizer', 'mission', 'search', 'boyfriend', 'husband', 'fired', 'past relationship']",en,"Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",19.220789,2011-09-30,30426096,106.0,Ally's looking for the best ex of her life.,What's Your Number?,6.2,Regency Enterprises,United States of America,English
20000000,Action,"['usa president', 'anti hero', 'dementia', 'future', 'space', 'convict', 'interrogation', 'space station', 'collision in space', 'year 2079']",en,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",35.232278,2012-04-12,32204030,95.0,Take no prisoners.,Lockout,5.8,Canal+,France,English
20000000,Action,"['female nudity', 'prostitute', 'horse race', 'heart', 'strip club', 'electric shock', 'godzilla', 'sequel', 'tourette syndrome', 'gang', 'shootout', 'public sex', 'cigarette smoking', 'mansion', 'electrocution', 'foot chase', 'surgery', 'taser', 'duringcreditsstinger', 'flashback', 'absurdism', 'ultraviolence']",en,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,35.54280900000001,2009-04-16,34560577,96.0,"Stay Charged, Stay Alive!",Crank: High Voltage,5.9,Lakeshore Entertainment,United States of America,English
20000000,Drama,"['based on novel', 'persia', 'queen', 'esther']",en,"This amazing biblical drama chronicles the brave and historic legend of Hadassah, a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide. By revealing her heritage to the king, Esther thwarts the evil prime minister's plan to annihilate all Jews in the Persian Empire. The annual festival of Purim is inspired by her heroism.",3.476925,2006-10-13,13391174,123.0,Feel The Touch Of Destiny,One Night with the King,6.1,Gener8Xion Entertainment,United States of America,English
20000000,Action,"['police', 'cops', 'cat and mouse', 'family', 'revenge drama']",en,"When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die.",15.66135,2009-03-19,17280326,108.0,Survive all 12,12 Rounds,5.7,The Mark Gordon Company,United States of America,Český
20000000,Drama,"['vampire', 'child vampire', 'remake', 'bully', 'young boy', 'biting', 'dead boy', 'hammer horror', '1980s']",en,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,19.705311,2010-10-01,24145613,116.0,Innocence dies. Abby doesn't.,Let Me In,6.7,Hammer Film Productions,United Kingdom,English
20000000,Action,"['heist', 'betrayal', 'dirty cop']",en,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,29.371987,2016-02-19,12639297,115.0,The Code on the Street is Never Black & White,Triple 9,5.6,Worldview Entertainment,United States of America,English
20000000,Drama,"['london england', 'cook', 'restaurant', 'diva', 'career', 'kitchen', 'redemption', 'drug', 'drug addict', 'chef', 'come back']",en,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",30.477114,2015-10-02,36606743,100.0,Never underestimate a man with everything to lose.,Burnt,6.3,Double Feature Films,United States of America,Français
21000000,Drama,"['family relationships', 'doctor', 'retired', 'visit', 'widower', 'duringcreditsstinger', 'heart trouble']",en,"Eight months after the death of his wife, Frank Goode looks forward to a reunion with his four adult children. When all of them cancel their visits at the last minute, Frank, against the advice of his doctor, sets out on a road trip to reconnect with his offspring. As he visits each one in turn, Frank finds that his children's lives are not quite as picture-perfect as they've made them out to be.",15.440465,2009-12-04,0,99.0,Frank's travelling light but carrying excess baggage.,Everybody's Fine,6.5,Miramax Films,United States of America,English
0,Comedy,"['baby', 'baseball', 'scientific study', 'computer', 'genius', 'mind control', 'good vs evil', 'baby geniuses']",en,"Following on from the plot of the last movie, babies can communicate with each other using 'baby talk', and have an innate knowledge of the secrets of the universe. The baby geniuses become involved in a scheme by media mogul Bill Biscane (Jon Voight). Helping the geniuses is a legendary superbaby named Kahuna. He joins up with several other babies in an attempt to stop Biscane, who intends to use a state-of-the-art satellite system to control the world's population.",5.886228,2004-08-27,9109322,88.0,Meet the new generation of superheroes.,Superbabies: Baby Geniuses 2,1.9,Crystal Sky Worldwide,Germany,English
20000000,Comedy,"['based on novel', '1970s', 'private investigator', 'smoking marijuana', 'los angeles', '1960s']",en,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.",45.742217,2014-12-25,11110975,148.0,"Under the paving stones, the beach!",Inherent Vice,6.5,Ghoulardi Film Company,United States of America,English
20000000,Comedy,"['terrorist', 'parody', 'documentary filmmaker', 'sattire']",en,"In An American Carol a cynical, Anti-American Hollywood filmmaker sets out on a crusade to abolish the 4th of July holiday. He is visited by three spirits who take him on a hilarious journey in an attempt to show him the true meaning of America.",2.6053740000000003,2008-10-03,7000000,83.0,Laugh like you're country depends on it.,An American Carol,4.1,Mpower Pictures,United States of America,English
20000000,Comedy,"['japanese', 'world war ii', 'spirituality']",en,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,12.232048,2015-04-23,6420319,106.0,Believe the impossible.,Little Boy,7.0,Metanoia Films,Mexico,English
15000000,Drama,"['based on novel', 'psychoanalysis', 'sigmund freud', 'biography', 'spanking', 'based on play', 'cigar smoking', 'cheating husband', 'based on true events']",en,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.",27.133277000000003,2011-09-30,27462041,99.0,Why deny what you desire the most.,A Dangerous Method,6.2,Recorded Pictures Company,Switzerland,English
8700000,Animation,"['california', 'detective', 'based on novel', 'dream', 'undercover', 'cocaine', 'brain', 'exam', 'future', 'test', 'dystopia', 'assignment', 'cyberpunk', 'drug', 'surveillance', 'totalitarian', 'corporation', 'substance', 'schizophrenic', 'condition', 'neo-noir']",en,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,26.093043,2006-05-25,7659918,100.0,Everything Is Not Going To Be OK,A Scanner Darkly,6.8,Thousand Words,United States of America,English
20000000,Comedy,"['new jersey', 'musical', 'battle of the bands', 'teenager', 'rock band']",en,A high school social outcast and the popular girl bond through a shared love of music.,7.716606,2009-08-06,5210988,111.0,Band Together,Bandslam,5.4,Summit Entertainment,United States of America,English
20000000,Crime,"['corruption', 'capitalism', 'winter', 'american dream', 'immigrant', 'business ethics', 'truck', 'oil', 'lawyer', 'new york city', 'loan shark', 'coat', 'tunnel', '1980s', 'husband wife relationship', 'truck hijacking', 'bank loan']",en,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",37.629309,2014-12-30,12007070,125.0,The result is never in question. Just the path you take to get there.,A Most Violent Year,6.5,Participant Media,United Arab Emirates,Español
0,Drama,['biography'],en,"In this David vs. Goliath drama based on a true story, college professor Robert Kearns (Greg Kinnear) goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers. Kearns doggedly pursues recognition for his invention, as well as the much-deserved financial rewards for the sake of his wife (Lauren Graham) and six kids.",3.3502970000000003,2008-09-07,0,119.0,"Corporations have time, money, and power on their side. All Bob Kearns had was the truth.",Flash of Genius,6.3,Universal Pictures,United States of America,English
20000000,Drama,"['rock and roll', 'music style', 'success', 'john f. kennedy', 'advancement', 'bob dylan', 'rock', 'biography', 'music', 'beatnik', 'motor-bike accident']",en,"Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself.",13.032308,2007-10-01,4001121,135.0,All I Can Do Is Be Me Whoever That Is,I'm Not There.,6.6,Endgame Entertainment,United States of America,English
20000000,Adventure,"['con man', 'estafa']",en,"The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job – showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world.",10.218307,2008-09-09,5530764,114.0,They'd never let the truth come between them.,The Brothers Bloom,6.8,The Weinstein Company,United States of America,English
20000000,Drama,"['american football', 'biography', 'sport', 'championship']",en,"Freddie Steinmark, an underdog on the gridiron, faces the toughest challenge of his life after leading his team to a championship season.",3.102987,2015-11-13,0,118.0,Hope never quits,My All American,6.8,Paul Schiff Productions,United States of America,English
40000000,Drama,"['based on true story', 'duringcreditsstinger']",zh,"About young British journalist, George Hogg, who with the assistance of a courageous Australian nurse, saves a group of orphaned children during the Japanese occupation of China in 1937.",8.978408,2008-07-03,7400000,125.0,"War made them orphans, one man made them legends",The Children of Huang Shi,6.5,Australian Film Finance Corporation,Australia,日本語
0,Drama,"['corruption', 'subway', 'infiltration', 'criminal']",en,"In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he finds his aunt married to Frank Olchin, one of the big contractors; he's battling with a minority-owned firm for contracts.",10.150993,2000-04-27,0,115.0,He's the target of the most merciless family in New York. His own.,The Yards,6.0,Miramax Films,United States of America,English
20000000,Action,"['detective', 'vampire', 'supernatural', 'zombie', 'werewolf', 'ghouls']",en,"Supernatural private eye, Dylan Dog, seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket and blue jeans.",10.617236,2011-03-16,4634062,107.0,No pulse? No problem,Dylan Dog: Dead of Night,4.5,Hyde Park Films,United States of America,English
20000000,Comedy,"['falcon', 'bird', 'origin']",en,"Set in a bustling bird city on the edge of the majestic Victoria Falls, ""Zambezia"" is the story of Kai - a naïve, but high-spirited young falcon who travels to the bird city of ""Zambezia"" where he discovers the truth about his origins and, in defending the city, learns how to be part of a community",14.182301,2012-06-05,0,83.0,Airborne to be wild.,Zambezia,5.3,Industrial Development Corporation of South Africa,South Africa,English
20000000,Thriller,"[""new year's eve"", 'fire', 'showdown', 'terrorist', 'embassy', 'hand grenade', 'truck', 'laboratory', 'on the run', 'orphan', 'death', 'cigarette lighter', 'microscope', 'hazmat suit']",en,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York, but is forced to go on the run when she is framed for crimes she did not commit.",33.625477000000004,2015-05-21,0,96.0,His Next Target is Now Hunting Him,Survivor,5.4,Nu Image Films,United Kingdom,English
20000000,Comedy,"['classroom', 'teacher', 'school', 'workplace humor']",en,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",28.497242,2011-05-16,216197492,92.0,She doesn't give an F.,Bad Teacher,5.4,Columbia Pictures,United States of America,English
19000000,Comedy,"['jealousy', 'cinderella', 'work', 'step mother', 'high school', 'school party', 'orphan', 'teenager', 'disguise', 'american football player', 'teenage romance', 'step sister', 'modern fairy tale']",en,"Sam Montgomery is a tomboyish, unpopular girl at school. She has been text messaging a somebody named Nomad for a few months and he asks her to meet him at the Halloween dance at 11:00 in the middle of the dance floor. The only problem is, she must get back to the diner, ran by her wicked Stepmom Fiona by 12 sharp because she is not supposed to be there. Before Nomad can found out who she is, she must leave with her best friend, Carter driving her back to the diner. After that night, everything in Sam's life goes wacko!",25.28132,2004-07-10,70067909,95.0,Once upon a time... can happen any time.,A Cinderella Story,6.1,Gaylord Films,Canada,Český
19000000,Adventure,"['clock tower', 'car race', 'terrorist', 'delorean', 'lightning', 'guitar', 'plutonium', 'sports car', 'inventor', 'journey in the past', 'time travel', 'race against time', 'partner', 'misfit', 'mad scientist', 'fish out of water', 'teenage love', 'destiny', 'hidden identity', 'odd couple', 'escapade', 'disorder', 'chases and races', 'love and romance', 'teenage life', 'misfit partners', 'changing the past or future', 'getting home', 'inventions and discoveries']",en,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",76.60323299999997,1985-07-03,381109762,116.0,He's the only kid ever to get into trouble before he was born.,Back to the Future,8.0,Universal Pictures,United States of America,English
27000000,Action,"['new jersey', 'martial arts', 'sister', 'sport', 'murder', 'mixed martial arts', 'justice', 'underground fighting', 'gym', 'ultimate fighting championship']",en,"When Tory Coro turns up dead, the neighborhood turns up silent. Rumor has it she became yet another victim of the small town known as FIGHT VALLEY. Tory's sister Windsor moves to town to begin her own investigation on her sister's mysterious death after weeks of no leads from the police. She's quick to learn that Tory fought for money to make ends meet. If girl-next-door Windsor is going to make her way into FIGHT VALLEY to find the truth about Tory, she's going to have to fight her way in. ""Jabs"" (Miesha Tate) swore she would never throw a punch in the Valley again. Jabs now finds herself training Windsor to survive the painful, unexpected path she's about to take. Every corner. Every alley. Every doorway. She must follow the last footsteps of her sister in order to come face-to-face with Tory's killer in FIGHT VALLEY.",1.224105,2016-07-22,0,90.0,One way in. No way out.,Fight Valley,3.9,Cinestyle Media Group,United States of America,Português
19000000,Comedy,"['alcohol', 'single parent', 'baby', 'restaurant', 'aquarium', 'sperm', 'little boy', 'male female relationship', 'pregnant', 'artificial insemination']",en,"An unmarried 40-year-old woman turns to a turkey baster in order to become pregnant. Seven years later, she reunites with her best friend, who has been living with a secret: he replaced her preferred sperm sample with his own.",27.494037,2010-05-11,49830607,101.0,The most unexpected comedy ever conceived.,The Switch,5.9,Mandate Pictures,United States of America,English
15000000,Fantasy,"['witch', 'parents kids relationship', 'magic', 'twilight', 'darkness', 'village and town', 'bath house', 'pig', 'ghost world', 'biology', 'train', 'amusement park', 'yokai', 'japanese mythology', 'anime']",ja,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,118.968562,2001-07-20,274925095,125.0,The tunnel led Chihiro to a mysterious town...,Spirited Away,8.3,Studio Ghibli,Japan,日本語
0,Drama,"['world war ii', 'book', 'nazi germany', 'jewish']",en,"While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refuge is being sheltered by her adoptive parents.",57.84156,2013-11-08,76586316,131.0,Courage beyond words.,The Book Thief,7.4,Studio Babelsberg,Germany,English
19000000,Comedy,"['sex', 'jealousy', 'virgin', 'nudity', 'community', 'friendship', 'high school', 'road trip', 'friends', 'romance', 'redneck', 'loss of virginity', 'hitchhiker', 'teen movie', 'boyfriend', 'pickup', 'knoxville']",en,A high school senior drives cross-country with his best friends to hook up with a babe he met online.,17.952817,2008-10-16,18755936,109.0,He's leaving virgin territory,Sex Drive,6.0,"Summit Entertainment, LLC",United States of America,English
19000000,Romance,"['taxi', 'bar', 'wales', 'marriage proposal', 'airplane', 'pub', 'cow', 'wedding ring', 'wedding', 'proposal', 'cardiologist', 'ireland', 'cliffs']",en,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",21.959742,2010-01-08,29922472,100.0,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,Leap Year,6.4,Universal Pictures,Ireland,English
19000000,Comedy,"['becoming an adult', 'lie', 'night', 'sister', 'job', 'party', 'friends', 'deception', 'best friend']",en,"Recent MIT grad Matt Franklin (Topher Grace) should be well on his way to a successful career at a Fortune 500 company, but instead, he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori (Teresa Palmer), walks in and invites him to an end-of-summer party. With the help of his twin sister (Anna Faris) and his best friend (Dan Fogler), Matt hatches a plan to change the course of his life.",11.766564,2011-03-04,6928068,97.0,Best. Night. Ever.,Take Me Home Tonight,6.2,Imagine Entertainment,United States of America,English
19000000,Comedy,"['alligator', 'marriage crisis', ""writer's block"", 'orchid']",en,A love-lorn script writer grows increasingly desperate in his quest to adapt the book 'The Orchid Thief'.,26.441669,2002-12-06,32801173,114.0,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",Adaptation.,7.3,Beverly Detroit,United States of America,English
18000000,Comedy,"['male nudity', 'usa', 'california', 'prostitute', 'journalist', 'rodeo', 'kazakhstan', 'demeanor course', 'chicken', 'driving school', 'anti semitism', 'bear', 'mockumentary', 'reporter', 'aftercreditsstinger', 'duringcreditsstinger']",en,"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.",29.487784,2006-11-01,261572744,82.0,"Come to Kazakhstan, it's nice!",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,Twentieth Century Fox Film Corporation,United States of America,English
16000000,Thriller,"['airplane', 'the rapture', 'remake', 'pilot hero']",en,A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,33.452469,2014-10-03,19682924,110.0,The End Begins,Left Behind,3.7,Stoney Lake Entertainment,United States of America,English
23000000,Drama,"['holiday', 'elves', 'christmas party', 'department store', 'safe', 'drink', 'little people', 'christmas eve', 'christmas']",en,"A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot.",26.58873,2003-11-26,76488889,91.0,He doesn't care if you're naughty or nice.,Bad Santa,6.5,Columbia Pictures,Germany,English
21000000,Family,"['based on novel', 'middle school']",en,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",14.329891,2011-03-25,72417394,99.0,Welcome to the next grade,Diary of a Wimpy Kid: Rodrick Rules,6.3,Fox 2000 Pictures,United States of America,English
0,Crime,"['aunt', 'remake', 'blood on shirt', 'slasher', 'death of family', 'masturbation', 'kicked in the face', 'renovation', 'black stereotype', 'chest']",en,"Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends.",9.642041,2008-04-10,14796236,88.0,A Night To Die For.,Prom Night,4.8,Alliance Films,United States of America,Italiano
17000000,Comedy,"['female friendship', 'high school', 'fish out of water', 'best friend', 'teenager', 'popularity', 'gossip', 'teen comedy', 'high school rivalry', 'new girl at school']",en,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",36.423717,2004-04-30,129042871,97.0,Welcome to girl world.,Mean Girls,6.9,Paramount Pictures,United States of America,Kiswahili
1000000,Horror,"['prophecy', 'sea', 'beach', 'gold', 'small town', 'beheading', 'sword', 'narration', 'fog', 'leprosy', 'ship', 'lighthouse', 'church']",en,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",14.518598,1980-02-08,21378361,89.0,Lock your doors. Bolt your windows. There's something in THE FOG!,The Fog,6.4,AVCO Embassy Pictures,United States of America,English
18000000,Action,"['competition', 'based on novel', 'shark attack', 'surfing', 'biography', 'sport', 'duringcreditsstinger']",en,"Soul Surfer is the inspiring true story of teen surfer Bethany Hamilton. Bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.Bethany (AnnaSophia Robb) was born to surf. A natural talent who took to the waves at a young age, she was leading an idyllic life on Kauai, participating in national surf competitions with her best friend Alana (Lorraine Nicholson), when everything changed. On Halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.Soul Surfer reveals Bethany's fight to recover from her ordeal and how she grappled with the question of her future. Strengthened by the love of her parents, Tom (Dennis Quaid) and Cheri (Helen Hunt), and supported by her youth group leader Sara (Carrie Underwood), Bethany refuses to give in or give up, and begins a bold return to the water.",19.234672,2011-04-08,47088990,106.0,"When you come back from a loss, beat the odds, and never say never, you find a champion.",Soul Surfer,6.9,Mandalay Pictures,United States of America,English
18000000,Drama,"['hotel', 'florist', 'forest', 'grief', 'seminar', 'motivational speaker']",en,"Dr. Burke Ryan is a successful self-help author and motivational speaker with a secret. While he helps thousands of people cope with tragedy and personal loss, he secretly is unable to overcome the death of his late wife. It's not until Burke meets a fiercely independent florist named Eloise that he is forced to face his past and overcome his demons.",13.472365,2009-09-18,36133014,109.0,Sometimes when you least expect it...,Love Happens,5.6,Universal Pictures,Canada,English
17000000,Comedy,"['big family', 'family relationships', 'family', 'woman director', 'christmas']",en,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",9.191187,2015-11-12,24000000,107.0,"Christmas means comfort, joy and chaos.",Love the Coopers,5.4,Imagine Entertainment,United States of America,English
30000000,Drama,"['biography', 'computer', 'father daughter relationship', 'apple computer', 'steve jobs', 'based on true events']",en,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",53.670525,2015-10-09,34441873,122.0,Can a great man be a good man?,Steve Jobs,6.8,Universal Pictures,United States of America,English
18000000,Comedy,"['virgin', 'cheerleader', 'graduation', 'high school', 'aspen', 'friends', 'in the closet', 'teenager', 'popularity', 'based on young adult novel', 'popular girl']",en,"Nerdy teenager Denis Cooverman (Paul Rust) harbors a secret crush on Beth Cooper (Hayden Panettiere), the hottest girl in high school. During his graduation speech, Denis lets the cat out of the bag and declares his love for Beth, who, instead of dissing Denis, shows up at his house later that day and promises to show him the time of his life.",14.15192,2009-07-10,0,102.0,Popularity is nice. Popular girls are not.,"I Love You, Beth Cooper",5.1,Ingenious Film Partners,Canada,English
18000000,Drama,"['based on novel', 'coming of age', 'duringcreditsstinger']",en,"Nick Twisp (Michael Cera), a teen with a taste for the finer things in life like Sinatra and Fellini, falls hopelessly in love with the beautiful, free-spirited Sheeni Saunders (Portia Doubleday) while on a family vacation.  But family, geography and jealous ex-lovers conspire to keep these two apart. Nick abandons his dull, predictable life and develops a rebellious alter ego: François.  With his ascot, his moustache and his cigarette, François will stop at nothing to be with Sheeni, and leads Nick on a path of destruction with unpredictable consequences..",13.462544,2009-09-11,0,87.0,"Every ""Revolution"" Needs A Leader",Youth in Revolt,5.9,Dimension Films,United States of America,English
0,Drama,['duringcreditsstinger'],en,"A historical drama that illustrates Russian author Leo Tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things. The Countess Sofya, wife and muse to Leo Tolstoy, uses every trick of seduction on her husband's loyal disciple, whom she believes was the person responsible for Tolstoy signing a new will that leaves his work and property to the Russian people.",3.659292,2009-09-04,0,112.0,Intoxicating. Infuriating. Impossible. Love.,The Last Station,6.7,Zephyr Films,United Kingdom,English
18000000,Action,"['london england', 'gang leader', 'money', 'gang', 'crime']",en,"When a Russian mobster sets up a real estate scam that generates millions of pounds, various members of London's criminal underworld pursue their share of the fortune. Various shady characters, including Mr One-Two, Stella the accountant, and Johnny Quid, a druggie rock-star, try to claim their slice.",31.887978000000004,2008-09-04,25739015,114.0,"A story of sex, thugs and rock 'n roll.",RockNRolla,6.9,StudioCanal,United Kingdom,English
25000000,Drama,"['costume', 'song', 'village', 'promise', 'ballet']",en,"At the age of 11, Li was plucked from a poor Chinese village by Madame Mao's cultural delegates and taken to Beijing to study ballet. In 1979, during a cultural exchange to Texas, he fell in love with an American woman. Two years later, he managed to defect and went on to perform as a principal dancer for the Houston Ballet and as a principal artist with the Australian Ballet.",1.876811,2009-10-01,20719451,117.0,最后的舞者,Mao's Last Dancer,6.8,Great Scott Productions Pty. Ltd.,Australia,English
18000000,Adventure,"['father son relationship', 'helicopter', 'fbi', 'motel', 'chase', 'child kidnapping', 'religious sect', 'goggles']",en,A father and son go on the run after the dad learns his child possesses special powers.,32.717853000000005,2016-02-18,6212282,112.0,He's not like us.,Midnight Special,6.2,Warner Bros.,United States of America,English
18000000,Drama,"['sex', 'slice of life', 'hollywood', 'drug', 'hedonism', 'ensemble cast', 'child murder', '1980s', 'dysfunctional', 'intersecting lives']",en,"A collection of intersecting short stories set in early 1980's Los Angeles, depicts a week in the lives of an assortment of socially alienated, mainly well-off characters who numb their sense of emptiness with casual sex, violence, and drugs.",6.333869,2008-11-05,382174,98.0,Greed is good. Sex is easy. Youth is forever.,The Informers,4.4,Senator Entertainment Co,Germany,English
20000000,Comedy,"['becoming an adult', 'high school', 'young people', 'one night']",en,"High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory.",33.436091999999995,2007-08-17,121463226,113.0,Come and Get Some!,Superbad,7.0,Columbia Pictures,United States of America,English
15000000,Animation,"['wolf', 'suspicion', 'little red riding hood', 'investigation', 'burglary']",en,"The recipes of candies of the goody shops have been stolen by the Goody Bandit, and many animals are out of business. While the police are chasing the criminal, there is a mess at Granny's house evolving Little Red Hiding Hood, The Wolf, The Woodsman and Granny, disturbing the peace in the forest and they are all arrested by the impatient Chief Grizzly.",23.980329,2005-12-16,51053787,80.0,Armed And Dangerously Dumb.,Hoodwinked!,5.9,The Weinstein Company,United States of America,English
17500000,Drama,"['rwanda', 'refugee', 'refugee camp', 'militia', 'murder', 'slaughter', 'dead body', 'atrocity', 'african', 'cruelty', 'violence', 'united nations', 'genocide in rwanda', 'death']",en,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",28.60542,2004-09-11,38000000,121.0,"When the world closed its eyes, he opened his arms.",Hotel Rwanda,7.5,Lions Gate Films,Canada,English
